userId,title,score
194,Butcher Boy  The (1998),3.765887
194,Butcher Boy  The (1998),3.765887
194,Brothers in Trouble (1995),3.765887
195,Angel Baby (1995),4.983939
195,Boys  Les (1997),4.822465
195,Pather Panchali (1955),4.672494
195,Saint of Fort Washington  The (1993),4.654932
195,Santa with Muscles (1996),4.5279784
195,Anna (1996),4.523586
195,Schindler's List (1993),4.4721184
195,Spanish Prisoner  The (1997),4.467004
195,Butcher Boy  The (1998),4.467004
195,Butcher Boy  The (1998),4.467004
196,Some Mother's Son (1996),4.717047
196,Pather Panchali (1955),4.7010636
196,Spanish Prisoner  The (1997),4.645388
196,Butcher Boy  The (1998),4.645388
196,Butcher Boy  The (1998),4.645388
196,Brothers in Trouble (1995),4.645388
196,Saint of Fort Washington  The (1993),4.6301684
196,Anna (1996),4.6086764
196,Star Kid (1997),4.527173
196,8 Heads in a Duffel Bag (1997),4.482315
197,Angel Baby (1995),4.9922853
197,Boys  Les (1997),4.719129
197,Golden Earrings (1947),4.548443
197,Raiders of the Lost Ark (1981),4.5198917
197,Love in the Afternoon (1957),4.5098314
197,Star Wars (1977),4.446839
197,It's a Wonderful Life (1946),4.3815274
197,Santa with Muscles (1996),4.3531456
197,Saint of Fort Washington  The (1993),4.3509564
197,Great Day in Harlem  A (1994),4.347091
198,Boys  Les (1997),5.126036
198,Angel Baby (1995),4.8875513
198,Santa with Muscles (1996),4.2907557
198,Saint of Fort Washington  The (1993),4.271952
198,Pather Panchali (1955),4.2540436
198,Faust (1994),4.2315154
198,Anna (1996),4.043771
198,Star Wars (1977),4.036634
198,They Made Me a Criminal (1939),4.03426
198,Godfather  The (1972),4.014739
199,Angel Baby (1995),5.0390215
199,Boys  Les (1997),4.892405
199,Aiqing wansui (1994),4.807461
199,Boy's Life 2 (1997),4.7713256
199,Faust (1994),4.677777
199,Aparajito (1956),4.669916
199,Two or Three Things I Know About Her (1966),4.6357822
199,Pather Panchali (1955),4.5511374
199,Close Shave  A (1995),4.518366
199,Grosse Fatigue (1994),4.4797535
200,Saint of Fort Washington  The (1993),5.4724345
200,Golden Earrings (1947),5.4252195
200,Santa with Muscles (1996),5.142402
200,Shawshank Redemption  The (1994),5.1166596
200,Star Kid (1997),5.0934143
200,8 Heads in a Duffel Bag (1997),5.0722833
200,Titanic (1997),5.0333643
200,Raiders of the Lost Ark (1981),5.010563
200,Schindler's List (1993),5.000765
200,Braveheart (1995),4.994942
201,Boys  Les (1997),4.7317576
201,In the Line of Duty 2 (1987),4.2126985
201,Angel Baby (1995),4.1886787
201,Mina Tannenbaum (1994),4.160721
201,Saint of Fort Washington  The (1993),4.1507697
201,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.110829
201,Pather Panchali (1955),4.1029143
201,Love and Death on Long Island (1997),4.0735383
201,Braindead (1992),4.045614
201,Spanish Prisoner  The (1997),4.0031056
202,Whole Wide World  The (1996),4.2643147
202,Boys of St. Vincent  The (1993),4.104054
202,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.0110073
202,Picture Bride (1995),4.0101132
202,Great Day in Harlem  A (1994),3.9787717
202,Hearts and Minds (1996),3.9129226
202,Close Shave  A (1995),3.9042833
202,Wrong Trousers  The (1993),3.8930771
202,Two or Three Things I Know About Her (1966),3.8878202
202,Santa with Muscles (1996),3.8454497
203,Saint of Fort Washington  The (1993),4.6192956
203,Santa with Muscles (1996),4.540809
203,Star Kid (1997),4.4092374
203,Spanish Prisoner  The (1997),4.361203
203,Butcher Boy  The (1998),4.361203
203,Butcher Boy  The (1998),4.361203
203,Brothers in Trouble (1995),4.361203
203,Pather Panchali (1955),4.2934113
203,Boys  Les (1997),4.2534146
203,Anna (1996),4.2054553
204,Boy's Life 2 (1997),5.0780787
204,Aparajito (1956),5.0669527
204,Angel Baby (1995),5.0114284
204,The Deadly Cure (1996),4.892187
204,Bitter Sugar (Azucar Amargo) (1996),4.8531375
204,Aiqing wansui (1994),4.8328547
204,World of Apu  The (Apur Sansar) (1959),4.8323975
204,American Dream (1990),4.8163366
204,Some Mother's Son (1996),4.8040304
204,Pather Panchali (1955),4.7886667
205,Santa with Muscles (1996),3.9785182
205,Saint of Fort Washington  The (1993),3.8494148
205,Star Kid (1997),3.83084
205,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),3.7704697
205,Wrong Trousers  The (1993),3.7643406
205,Pather Panchali (1955),3.7449963
205,Spanish Prisoner  The (1997),3.7250702
205,Butcher Boy  The (1998),3.7250702
205,Butcher Boy  The (1998),3.7250702
205,Brothers in Trouble (1995),3.7250702
206,Mina Tannenbaum (1994),4.672767
206,Fear of a Black Hat (1993),4.400845
206,Boys  Les (1997),4.370504
206,Santa with Muscles (1996),4.2992144
206,Haunted World of Edward D. Wood Jr.  The (1995),4.260817
206,Bitter Moon (1992),4.2268224
206,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.1736526
206,In the Line of Duty 2 (1987),4.1422944
206,Faust (1994),4.136859
206,Saint of Fort Washington  The (1993),4.1272564
207,8 Heads in a Duffel Bag (1997),4.334221
207,Hurricane Streets (1998),4.228522
207,Golden Earrings (1947),4.1695056
207,Pather Panchali (1955),4.1390843
207,Angel Baby (1995),4.125281
207,Saint of Fort Washington  The (1993),4.0853004
207,Schindler's List (1993),4.069253
207,Some Mother's Son (1996),4.0618887
207,Anna (1996),4.0598125
207,Shawshank Redemption  The (1994),4.0258374
208,Angel Baby (1995),5.7593207
208,Little Princess  The (1939),4.993428
208,Selena (1997),4.9881315
208,8 Heads in a Duffel Bag (1997),4.95273
208,It's a Wonderful Life (1946),4.886902
208,Best Men (1997),4.857706
208,Someone Else's America (1995),4.8371844
208,Love Serenade (1996),4.8166227
208,N?nette et Boni (1996),4.81041
208,Little Princess  A (1995),4.7494645
209,Boys  Les (1997),4.983268
209,Angel Baby (1995),4.937014
209,Pather Panchali (1955),4.3108425
209,Santa with Muscles (1996),4.2955127
209,Saint of Fort Washington  The (1993),4.2301702
209,Faust (1994),4.2241154
209,Anna (1996),4.126758
209,Close Shave  A (1995),4.10649
209,They Made Me a Criminal (1939),4.093401
209,Casablanca (1942),4.080423
210,Angel Baby (1995),5.4416
210,Boys  Les (1997),5.28416
210,Pather Panchali (1955),5.1586924
210,Saint of Fort Washington  The (1993),5.095904
210,Santa with Muscles (1996),5.0489526
210,Anna (1996),5.0119157
210,Star Kid (1997),4.9476094
210,Spanish Prisoner  The (1997),4.947561
210,Butcher Boy  The (1998),4.947561
210,Butcher Boy  The (1998),4.947561
211,Hurricane Streets (1998),4.4886436
211,N?nette et Boni (1996),4.158206
211,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),4.124548
211,Golden Earrings (1947),4.1067314
211,8 Heads in a Duffel Bag (1997),4.0710354
211,Sum of Us  The (1994),4.049796
211,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.0096736
211,Dangerous Beauty (1998),3.9577198
211,Visitors  The (Visiteurs  Les) (1993),3.9322875
211,Schindler's List (1993),3.925102
212,N?nette et Boni (1996),5.9031887
212,Sum of Us  The (1994),5.6971025
212,Whole Wide World  The (1996),5.616962
212,Boys of St. Vincent  The (1993),5.310123
212,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),5.2731924
212,Hugo Pool (1997),5.180307
212,Total Eclipse (1995),5.080938
212,So Dear to My Heart (1949),5.0356417
212,Visitors  The (Visiteurs  Les) (1993),5.000884
212,Love! Valour! Compassion! (1997),4.982159
213,Boys  Les (1997),5.5047045
213,Saint of Fort Washington  The (1993),5.4637165
213,Angel Baby (1995),5.2447877
213,Pather Panchali (1955),5.2426877
213,Santa with Muscles (1996),5.215967
213,Spanish Prisoner  The (1997),5.15878
213,Butcher Boy  The (1998),5.15878
213,Butcher Boy  The (1998),5.15878
213,Brothers in Trouble (1995),5.15878
213,Star Kid (1997),5.1142173
214,Boys  Les (1997),5.1580415
214,Angel Baby (1995),4.8763895
214,Pather Panchali (1955),4.7710624
214,Spanish Prisoner  The (1997),4.620208
214,Butcher Boy  The (1998),4.620208
214,Butcher Boy  The (1998),4.620208
214,Brothers in Trouble (1995),4.620208
214,Saint of Fort Washington  The (1993),4.61822
214,Anna (1996),4.601002
214,Some Mother's Son (1996),4.5905447
215,Boys  Les (1997),5.071572
215,Angel Baby (1995),4.99632
215,Santa with Muscles (1996),4.6530414
215,Saint of Fort Washington  The (1993),4.5634418
215,Pather Panchali (1955),4.4376335
215,Star Wars (1977),4.4354253
215,Faust (1994),4.4224863
215,Close Shave  A (1995),4.373061
215,Wrong Trousers  The (1993),4.3530493
215,They Made Me a Criminal (1939),4.3354626
216,Boys  Les (1997),5.6175222
216,Angel Baby (1995),5.109589
216,Saint of Fort Washington  The (1993),5.1068316
216,Pather Panchali (1955),4.9888973
216,Spanish Prisoner  The (1997),4.867672
216,Butcher Boy  The (1998),4.867672
216,Butcher Boy  The (1998),4.867672
216,Brothers in Trouble (1995),4.867672
216,Santa with Muscles (1996),4.7748346
216,In the Line of Duty 2 (1987),4.75709
217,Saint of Fort Washington  The (1993),4.024477
217,Santa with Muscles (1996),3.8582406
217,Star Kid (1997),3.8520713
217,Golden Earrings (1947),3.7964013
217,Spanish Prisoner  The (1997),3.777903
217,Butcher Boy  The (1998),3.777903
217,Butcher Boy  The (1998),3.777903
217,Brothers in Trouble (1995),3.777903
217,Shawshank Redemption  The (1994),3.7294524
217,Pather Panchali (1955),3.7149966
218,Boys  Les (1997),4.8926396
218,Angel Baby (1995),4.611034
218,Santa with Muscles (1996),4.4615035
218,Pather Panchali (1955),4.4194474
218,Saint of Fort Washington  The (1993),4.4137735
218,Faust (1994),4.3343024
218,Spanish Prisoner  The (1997),4.2836123
218,Butcher Boy  The (1998),4.2836123
218,Butcher Boy  The (1998),4.2836123
218,Brothers in Trouble (1995),4.2836123
219,Two or Three Things I Know About Her (1966),5.4463725
219,Aiqing wansui (1994),5.4372063
219,Faust (1994),5.4257784
219,Boy's Life 2 (1997),5.370201
219,Grosse Fatigue (1994),5.3122163
219,American Dream (1990),5.2325945
219,Kaspar Hauser (1993),5.2164397
219,Sweet Hereafter  The (1997),5.2142425
219,Santa with Muscles (1996),5.2099047
219,Wallace & Gromit: The Best of Aardman Animation (1996),5.1841793
220,Stalker (1979),5.1311617
220,Slingshot  The (1993),5.017051
220,Some Mother's Son (1996),4.99411
220,Star Kid (1997),4.9751787
220,Whole Wide World  The (1996),4.924835
220,To Live (Huozhe) (1994),4.9076967
220,Bitter Sugar (Azucar Amargo) (1996),4.878678
220,Santa with Muscles (1996),4.8783393
220,American Dream (1990),4.869478
220,Spanish Prisoner  The (1997),4.867048
221,Saint of Fort Washington  The (1993),4.988542
221,Winter Guest  The (1997),4.764662
221,Santa with Muscles (1996),4.7519894
221,Mina Tannenbaum (1994),4.726117
221,Spanish Prisoner  The (1997),4.725059
221,Butcher Boy  The (1998),4.725059
221,Butcher Boy  The (1998),4.725059
221,Brothers in Trouble (1995),4.725059
221,Love and Death on Long Island (1997),4.681246
221,Star Kid (1997),4.6583133
222,Boys  Les (1997),4.5408597
222,Saint of Fort Washington  The (1993),4.4920516
222,Santa with Muscles (1996),4.303631
222,Angel Baby (1995),4.248338
222,Golden Earrings (1947),4.1875243
222,Star Wars (1977),4.140869
222,Shawshank Redemption  The (1994),4.11959
222,Raiders of the Lost Ark (1981),4.113053
222,Star Kid (1997),4.0965104
222,Pather Panchali (1955),4.085557
223,Golden Earrings (1947),4.5119653
223,Visitors  The (Visiteurs  Les) (1993),4.2329726
223,8 Heads in a Duffel Bag (1997),4.1597548
223,Hurricane Streets (1998),4.1339054
223,Selena (1997),4.036031
223,Braveheart (1995),3.991967
223,8 Seconds (1994),3.987557
223,Titanic (1997),3.9698555
223,Raiders of the Lost Ark (1981),3.934659
223,Love in the Afternoon (1957),3.9231465
224,Golden Earrings (1947),4.6476965
224,8 Heads in a Duffel Bag (1997),4.5346704
224,Visitors  The (Visiteurs  Les) (1993),4.4822793
224,Selena (1997),4.4203873
224,Hurricane Streets (1998),4.3842373
224,It's a Wonderful Life (1946),4.0913467
224,Braveheart (1995),4.047223
224,Best Men (1997),4.037394
224,Affair to Remember  An (1957),4.0265365
224,8 Seconds (1994),4.018016
225,Boys  Les (1997),6.3297086
225,Angel Baby (1995),6.2704477
225,Santa with Muscles (1996),5.17797
225,Pather Panchali (1955),5.1746054
225,Saint of Fort Washington  The (1993),5.153645
225,Faust (1994),5.0987463
225,Star Wars (1977),5.0123787
225,Casablanca (1942),4.9803348
225,When We Were Kings (1996),4.94745
225,North by Northwest (1959),4.9452195
226,Santa with Muscles (1996),4.6957264
226,Saint of Fort Washington  The (1993),4.6132293
226,Star Kid (1997),4.574203
226,Pather Panchali (1955),4.506254
226,Spanish Prisoner  The (1997),4.4829235
226,Butcher Boy  The (1998),4.4829235
226,Butcher Boy  The (1998),4.4829235
226,Brothers in Trouble (1995),4.4829235
226,Anna (1996),4.447882
226,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.4388747
227,Angel Baby (1995),5.127608
227,Pather Panchali (1955),4.883998
227,Some Mother's Son (1996),4.8163652
227,Anna (1996),4.7772737
227,Boys  Les (1997),4.7482724
227,The Deadly Cure (1996),4.741709
227,Boy's Life 2 (1997),4.706201
227,Aparajito (1956),4.668599
227,Spanish Prisoner  The (1997),4.600081
227,Butcher Boy  The (1998),4.600081
228,Hurricane Streets (1998),5.8946095
228,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),5.4257827
228,8 Heads in a Duffel Bag (1997),5.0676885
228,Old Lady Who Walked in the Sea  The (Vieille qui marchait dans la mer  La) (1991),4.7875266
228,Hugo Pool (1997),4.7586946
228,Radioland Murders (1994),4.712415
228,Sum of Us  The (1994),4.592874
228,N?nette et Boni (1996),4.529627
228,Two Much (1996),4.4445
228,Switchback (1997),4.433702
229,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),4.792719
229,Year of the Horse (1997),4.716056
229,Hurricane Streets (1998),4.675225
229,Hugo Pool (1997),4.666312
229,Bitter Sugar (Azucar Amargo) (1996),4.551459
229,Love! Valour! Compassion! (1997),4.434525
229,Stalker (1979),4.3335166
229,N?nette et Boni (1996),4.3245454
229,Burnt By the Sun (1994),4.2884917
229,Slingshot  The (1993),4.226113
230,Hurricane Streets (1998),5.3889723
230,8 Heads in a Duffel Bag (1997),5.266409
230,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),5.006337
230,Golden Earrings (1947),4.992532
230,Selena (1997),4.735853
230,N?nette et Boni (1996),4.7075896
230,Schindler's List (1993),4.6698623
230,It's a Wonderful Life (1946),4.6512084
230,Dangerous Beauty (1998),4.64858
230,Old Lady Who Walked in the Sea  The (Vieille qui marchait dans la mer  La) (1991),4.6459026
231,Hurricane Streets (1998),5.574369
231,Doom Generation  The (1995),4.6394544
231,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),4.5956683
231,Golden Earrings (1947),4.5355997
231,Radioland Murders (1994),4.5258183
231,8 Heads in a Duffel Bag (1997),4.522763
231,Sum of Us  The (1994),4.479181
231,Hugo Pool (1997),4.377649
231,Leading Man  The (1996),4.3456964
231,Visitors  The (Visiteurs  Les) (1993),4.2954206
232,Angel Baby (1995),5.132883
232,Boys  Les (1997),5.008099
232,Pather Panchali (1955),4.824473
232,Anna (1996),4.6861734
232,Some Mother's Son (1996),4.6366982
232,Spanish Prisoner  The (1997),4.575992
232,Butcher Boy  The (1998),4.575992
232,Butcher Boy  The (1998),4.575992
232,Brothers in Trouble (1995),4.575992
232,Santa with Muscles (1996),4.5487623
233,Angel Baby (1995),5.390664
233,Pather Panchali (1955),5.340943
233,Some Mother's Son (1996),5.3040404
233,8 Heads in a Duffel Bag (1997),5.295437
233,Anna (1996),5.232173
233,Spanish Prisoner  The (1997),5.104481
233,Butcher Boy  The (1998),5.104481
233,Butcher Boy  The (1998),5.104481
233,Brothers in Trouble (1995),5.104481
233,Year of the Horse (1997),5.081321
234,Angel Baby (1995),4.8423924
234,Boys  Les (1997),4.431915
234,Pather Panchali (1955),4.10948
234,Someone Else's America (1995),3.9937086
234,In the Bleak Midwinter (1995),3.9888515
234,Anna (1996),3.9683418
234,N?nette et Boni (1996),3.961483
234,Close Shave  A (1995),3.9076521
234,Casablanca (1942),3.8964317
234,They Made Me a Criminal (1939),3.8439233
235,Angel Baby (1995),5.671658
235,Boys  Les (1997),5.4312463
235,Pather Panchali (1955),4.9482713
235,Anna (1996),4.76322
235,The Deadly Cure (1996),4.633884
235,Faust (1994),4.631968
235,Someone Else's America (1995),4.6261873
235,Santa with Muscles (1996),4.6096864
235,Some Mother's Son (1996),4.6084094
235,In the Bleak Midwinter (1995),4.603743
236,Hurricane Streets (1998),4.4655695
236,N?nette et Boni (1996),4.4483304
236,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),4.3965564
236,Angel Baby (1995),4.3323445
236,8 Heads in a Duffel Bag (1997),4.308434
236,Some Mother's Son (1996),4.296555
236,Pather Panchali (1955),4.2928586
236,Someone Else's America (1995),4.2596235
236,Anna (1996),4.255322
236,Schindler's List (1993),4.1541424
237,Angel Baby (1995),5.0811114
237,Boys  Les (1997),4.9437275
237,Santa with Muscles (1996),4.777444
237,Faust (1994),4.697138
237,Close Shave  A (1995),4.6966996
237,Pather Panchali (1955),4.68869
237,Wrong Trousers  The (1993),4.5914087
237,Anna (1996),4.5771456
237,They Made Me a Criminal (1939),4.526459
237,Wallace & Gromit: The Best of Aardman Animation (1996),4.510029
238,Star Kid (1997),4.266108
238,Slingshot  The (1993),4.254712
238,Hurricane Streets (1998),4.2477326
238,Stalker (1979),4.2162337
238,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.2038374
238,Santa with Muscles (1996),4.197709
238,Some Mother's Son (1996),4.133273
238,Spanish Prisoner  The (1997),4.121848
238,Butcher Boy  The (1998),4.121848
238,Butcher Boy  The (1998),4.121848
239,Boys  Les (1997),6.344339
239,Angel Baby (1995),6.009667
239,World of Apu  The (Apur Sansar) (1959),5.8013554
239,Boy's Life 2 (1997),5.5249095
239,Aiqing wansui (1994),5.3935366
239,Aparajito (1956),5.300102
239,The Deadly Cure (1996),5.262836
239,Braindead (1992),5.22059
239,Pather Panchali (1955),5.20402
239,Faust (1994),5.035443
240,American Dream (1990),5.7774916
240,Bitter Sugar (Azucar Amargo) (1996),5.6597686
240,Stalker (1979),5.6514897
240,Some Mother's Son (1996),5.5346746
240,Little City (1998),5.512073
240,Kaspar Hauser (1993),5.4550347
240,Slingshot  The (1993),5.410608
240,Boy's Life 2 (1997),5.409613
240,Spanish Prisoner  The (1997),5.394681
240,Butcher Boy  The (1998),5.394681
241,Angel Baby (1995),4.8309937
241,Santa with Muscles (1996),4.734444
241,Close Shave  A (1995),4.6436872
241,Boys  Les (1997),4.6188397
241,Pather Panchali (1955),4.600743
241,Wrong Trousers  The (1993),4.5659776
241,Faust (1994),4.5488644
241,Anna (1996),4.523711
241,Star Kid (1997),4.5052147
241,Whole Wide World  The (1996),4.486011
242,Sum of Us  The (1994),5.9992824
242,Hurricane Streets (1998),5.92471
242,Hugo Pool (1997),5.9218082
242,Stalker (1979),5.916978
242,N?nette et Boni (1996),5.8507237
242,Whole Wide World  The (1996),5.813999
242,Love! Valour! Compassion! (1997),5.78478
242,To Live (Huozhe) (1994),5.6945333
242,Slingshot  The (1993),5.63979
242,Love & Human Remains (1993),5.536047
243,Angel Baby (1995),5.0365605
243,Pather Panchali (1955),4.6682057
243,N?nette et Boni (1996),4.621014
243,Some Mother's Son (1996),4.58831
243,The Deadly Cure (1996),4.5865536
243,Anna (1996),4.5708995
243,Someone Else's America (1995),4.5200334
243,Year of the Horse (1997),4.42441
243,In the Bleak Midwinter (1995),4.3990555
243,World of Apu  The (Apur Sansar) (1959),4.3501396
244,Some Mother's Son (1996),5.123234
244,Love and Death on Long Island (1997),5.1090627
244,Pather Panchali (1955),5.0588818
244,Spanish Prisoner  The (1997),5.009983
244,Butcher Boy  The (1998),5.009983
244,Butcher Boy  The (1998),5.009983
244,Brothers in Trouble (1995),5.009983
244,Anna (1996),4.9470944
244,Bitter Sugar (Azucar Amargo) (1996),4.886894
244,Saint of Fort Washington  The (1993),4.8821864
245,Hurricane Streets (1998),5.3824415
245,Sum of Us  The (1994),4.964851
245,Doom Generation  The (1995),4.903539
245,Rough Magic (1995),4.8773155
245,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.640053
245,Hugo Pool (1997),4.6126437
245,Three Wishes (1995),4.5880427
245,Whole Wide World  The (1996),4.5851283
245,Boys of St. Vincent  The (1993),4.582518
245,Ayn Rand: A Sense of Life (1997),4.5703754
246,Boys  Les (1997),5.1722126
246,Mina Tannenbaum (1994),4.8908157
246,Santa with Muscles (1996),4.5855346
246,Saint of Fort Washington  The (1993),4.5431614
246,Faust (1994),4.5272865
246,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.4846506
246,In the Line of Duty 2 (1987),4.422223
246,Maya Lin: A Strong Clear Vision (1994),4.3708997
246,Pulp Fiction (1994),4.2787
246,Perfect Candidate  A (1996),4.2607746
247,Angel Baby (1995),5.018952
247,N?nette et Boni (1996),4.808869
247,Pather Panchali (1955),4.806213
247,Santa with Muscles (1996),4.7438
247,Anna (1996),4.7402573
247,Close Shave  A (1995),4.685872
247,Star Kid (1997),4.674261
247,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.6497
247,Some Mother's Son (1996),4.6465316
247,They Made Me a Criminal (1939),4.645649
248,Mina Tannenbaum (1994),5.142026
248,In the Line of Duty 2 (1987),5.078136
248,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.9190793
248,Bitter Moon (1992),4.721734
248,Love and Death on Long Island (1997),4.704541
248,Winter Guest  The (1997),4.69016
248,Saint of Fort Washington  The (1993),4.6464343
248,Boys  Les (1997),4.5737906
248,Brother Minister: The Assassination of Malcolm X (1994),4.527076
248,Santa with Muscles (1996),4.419153
249,Boys  Les (1997),5.4553475
249,Pather Panchali (1955),5.3589807
249,Saint of Fort Washington  The (1993),5.302696
249,Spanish Prisoner  The (1997),5.277487
249,Butcher Boy  The (1998),5.277487
249,Butcher Boy  The (1998),5.277487
249,Brothers in Trouble (1995),5.277487
249,Some Mother's Son (1996),5.244914
249,Anna (1996),5.212394
249,Angel Baby (1995),5.2047486
250,Angel Baby (1995),5.124378
250,Pather Panchali (1955),5.100686
250,Boys  Les (1997),5.0347056
250,Some Mother's Son (1996),4.9768767
250,Anna (1996),4.9599805
250,Saint of Fort Washington  The (1993),4.947769
250,Spanish Prisoner  The (1997),4.940507
250,Butcher Boy  The (1998),4.940507
250,Butcher Boy  The (1998),4.940507
250,Brothers in Trouble (1995),4.940507
251,Boys  Les (1997),5.355199
251,Angel Baby (1995),5.156318
251,Saint of Fort Washington  The (1993),5.055407
251,Pather Panchali (1955),4.8966765
251,Santa with Muscles (1996),4.808292
251,Spanish Prisoner  The (1997),4.7379074
251,Butcher Boy  The (1998),4.7379074
251,Butcher Boy  The (1998),4.7379074
251,Brothers in Trouble (1995),4.7379074
251,Anna (1996),4.695433
252,Boys  Les (1997),5.7353916
252,Pather Panchali (1955),5.712691
252,Angel Baby (1995),5.650726
252,Some Mother's Son (1996),5.609364
252,Spanish Prisoner  The (1997),5.553851
252,Butcher Boy  The (1998),5.553851
252,Butcher Boy  The (1998),5.553851
252,Brothers in Trouble (1995),5.553851
252,Saint of Fort Washington  The (1993),5.5296082
252,Anna (1996),5.5224133
253,Angel Baby (1995),5.2353845
253,Boys  Les (1997),4.844785
253,Golden Earrings (1947),4.8218865
253,Saint of Fort Washington  The (1993),4.7864494
253,Schindler's List (1993),4.7503185
253,Pather Panchali (1955),4.74955
253,Shawshank Redemption  The (1994),4.682446
253,Santa with Muscles (1996),4.649867
253,It's a Wonderful Life (1946),4.642206
253,Raiders of the Lost Ark (1981),4.6120653
254,Visitors  The (Visiteurs  Les) (1993),4.356473
254,Golden Earrings (1947),4.2504373
254,Love in the Afternoon (1957),4.093303
254,Angel Baby (1995),4.0351567
254,Raiders of the Lost Ark (1981),4.02251
254,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.0133004
254,Titanic (1997),3.994241
254,It's a Wonderful Life (1946),3.9668493
254,Selena (1997),3.958765
254,Best Men (1997),3.950692
255,Mina Tannenbaum (1994),4.6625566
255,In the Line of Duty 2 (1987),4.5013676
255,Love and Death on Long Island (1997),4.4233704
255,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.39398
255,Winter Guest  The (1997),4.224912
255,Bitter Moon (1992),4.2108293
255,Brother Minister: The Assassination of Malcolm X (1994),4.1630816
255,Saint of Fort Washington  The (1993),4.0275574
255,Braindead (1992),3.9912276
255,Pulp Fiction (1994),3.9603999
256,Hurricane Streets (1998),5.7070603
256,Golden Earrings (1947),5.2831397
256,Star Kid (1997),5.1854196
256,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),5.1672993
256,Saint of Fort Washington  The (1993),5.1624537
256,8 Heads in a Duffel Bag (1997),5.090755
256,Titanic (1997),5.027167
256,Some Mother's Son (1996),5.0227385
256,Shawshank Redemption  The (1994),5.019491
256,Spanish Prisoner  The (1997),5.0146365
257,Some Mother's Son (1996),5.2730565
257,Pather Panchali (1955),5.243878
257,Anna (1996),5.1148677
257,Spanish Prisoner  The (1997),5.112759
257,Butcher Boy  The (1998),5.112759
257,Butcher Boy  The (1998),5.112759
257,Brothers in Trouble (1995),5.112759
257,Bitter Sugar (Azucar Amargo) (1996),5.0829334
257,Love and Death on Long Island (1997),5.070321
257,Angel Baby (1995),5.032956
258,Hurricane Streets (1998),6.360687
258,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),5.4143324
258,Doom Generation  The (1995),5.2148867
258,Sum of Us  The (1994),5.200085
258,Visitors  The (Visiteurs  Les) (1993),5.1823606
258,Radioland Murders (1994),5.1204963
258,8 Heads in a Duffel Bag (1997),5.0706086
258,Golden Earrings (1947),5.00428
258,Hugo Pool (1997),5.0027018
258,Bastard Out of Carolina (1996),4.7999825
259,Saint of Fort Washington  The (1993),5.031992
259,Boys  Les (1997),5.0089426
259,Pather Panchali (1955),4.853137
259,Spanish Prisoner  The (1997),4.8297086
259,Butcher Boy  The (1998),4.8297086
259,Butcher Boy  The (1998),4.8297086
259,Brothers in Trouble (1995),4.8297086
259,Santa with Muscles (1996),4.806055
259,Star Kid (1997),4.73669
259,Anna (1996),4.7013783
260,Hurricane Streets (1998),6.94099
260,8 Heads in a Duffel Bag (1997),6.247778
260,Frisk (1995),5.725385
260,Doom Generation  The (1995),5.5203853
260,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),5.505668
260,Sliding Doors (1998),5.4188213
260,Radioland Murders (1994),5.4166355
260,Gumby: The Movie (1995),5.3734727
260,Winter Guest  The (1997),5.332787
260,Old Lady Who Walked in the Sea  The (Vieille qui marchait dans la mer  La) (1991),5.262826
261,Hurricane Streets (1998),7.1826315
261,8 Heads in a Duffel Bag (1997),6.622306
261,Frisk (1995),6.382244
261,Winter Guest  The (1997),6.17121
261,Love and Death on Long Island (1997),5.953956
261,Gumby: The Movie (1995),5.7317014
261,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),5.713335
261,Sliding Doors (1998),5.6842494
261,Radioland Murders (1994),5.6762524
261,Doom Generation  The (1995),5.6504703
262,Some Mother's Son (1996),4.272077
262,Pather Panchali (1955),4.206912
262,Hurricane Streets (1998),4.1659284
262,Anna (1996),4.163242
262,Spanish Prisoner  The (1997),4.091059
262,Butcher Boy  The (1998),4.091059
262,Butcher Boy  The (1998),4.091059
262,Brothers in Trouble (1995),4.091059
262,8 Heads in a Duffel Bag (1997),4.057645
262,Year of the Horse (1997),4.0366926
263,Angel Baby (1995),5.991573
